Date and Time: 2026-01-26 11:18:08,,,,,,,,,,
Approximate Polling Time: 100 ms,,,,,,,,,,
Comments: No comments provided,,,,,,,,,,
timestamp/s,voltage/V,current/A,thermistor_0/C,thermistor_1/C,thermistor_2/C,thermistor_3/C,thermistor_4/C,thermistor_5/C,thermistor_6/C,thermistor_7/C
0,2.354,0.636,31.89487,32.08347,32.35339,32.37927,32.47348,32.37479,32.34927,32.34698
0.076004982,2.6,0.813,31.88644,32.07553,32.34439,32.37415,32.47064,32.3725,32.34811,32.34467
0.150163889,2.968,0.97,31.87531,32.06287,32.33487,32.36743,32.46585,32.36868,32.34525,32.34674
0.225807905,3.209,1.149,31.86975,32.05563,32.32852,32.36121,32.46225,32.36673,32.34433,32.3461
0.303058863,3.559,1.309,31.8631,32.04581,32.31854,32.35345,32.45715,32.3638,32.3421,32.34256
0.37856102,3.784,1.488,31.85629,32.03885,32.31351,32.34769,32.45377,32.36194,32.33954,32.34042
0.457930803,4.114,1.64,31.85239,32.02957,32.30371,32.34085,32.44885,32.35529,32.33746,32.34
0.528717995,4.328,1.806,31.84921,32.02319,32.29919,32.33533,32.44418,32.35379,32.33432,32.33881
0.605543852,4.632,1.95,31.84467,32.01437,32.28787,32.32797,32.43997,32.35056,32.33179,32.33527
0.682544947,4.83,2.104,31.84497,32.008,32.2836,32.32196,32.43695,32.34903,32.33023,32.33185
0.7705338,5.111,2.237,31.84073,32.00174,32.27313,32.31567,32.43085,32.34232,32.32697,32.33447
0.831811905,5.288,2.38,31.83862,31.99838,32.26715,32.31189,32.42563,32.33847,32.32559,32.3291
0.909083843,5.542,2.502,31.83929,31.98856,32.26016,32.30511,32.42166,32.33606,32.32288,32.3302
0.985641003,5.701,2.628,31.83978,31.98627,32.25641,32.30145,32.41949,32.3335,32.32031,32.32675
1.061388016,5.922,2.735,31.84299,31.9837,32.24683,32.29431,32.4115,32.32889,32.31567,32.3226
1.134763002,6.06,2.845,31.84659,31.98013,32.24408,32.2894,32.40891,32.32547,32.31409,32.32065
1.211279869,6.251,2.94,31.85086,31.97598,32.23764,32.28467,32.4046,32.32022,32.30914,32.31738
1.286424875,6.365,3.036,31.85461,31.97363,32.23459,32.28027,32.40088,32.31732,32.30695,32.31406
1.363864899,6.521,3.114,31.86478,31.97,32.23169,32.27429,32.3956,32.31354,32.30258,32.31375
1.438517809,6.613,3.192,31.87024,31.97028,32.22311,32.26956,32.39066,32.31226,32.30161,32.30637
1.514328003,6.733,3.257,31.87534,31.96933,32.22009,32.26547,32.38629,32.3071,32.29807,32.3035
1.590080976,6.8,3.32,31.88501,31.9718,32.21677,32.26389,32.38391,32.30188,32.29507,32.30841
1.666327,6.884,3.369,31.89874,31.97214,32.21411,32.25888,32.37854,32.29984,32.29092,32.29669
1.741278887,6.928,3.412,31.90527,31.97348,32.21371,32.25494,32.37677,32.29413,32.28729,32.29788
1.819044828,6.973,3.446,31.91943,31.97827,32.20874,32.25452,32.3699,32.28931,32.2851,32.28918
1.892508984,6.991,3.473,31.92892,31.98105,32.20804,32.25165,32.36835,32.28854,32.27933,32.29407
1.968944788,7,3.49,31.94699,31.98245,32.20776,32.2493,32.36429,32.28427,32.27621,32.28506
2.043492794,6.992,3.5,31.95828,31.98672,32.20715,32.24759,32.36172,32.28137,32.27448,32.28192
2.119241953,6.962,3.502,31.97845,31.99316,32.20718,32.24554,32.35663,32.2771,32.27087,32.28015
2.195210934,6.929,3.494,31.99466,31.99866,32.20288,32.24213,32.35483,32.27765,32.26794,32.2756
2.271734953,6.862,3.481,32.01443,32.00635,32.21008,32.24411,32.35089,32.27423,32.2616,32.27261
2.346448898,6.804,3.456,32.02524,32.01068,32.21136,32.24603,32.34924,32.26959,32.25964,32.26791
2.423999786,6.698,3.427,32.04773,32.01971,32.21106,32.24323,32.3454,32.26505,32.25757,32.26672
2.500427961,6.618,3.385,32.06247,32.02722,32.21069,32.24579,32.34399,32.26236,32.25366,32.26477
2.575508833,6.476,3.341,32.08456,32.03653,32.21628,32.24548,32.34058,32.25882,32.25073,32.25888
2.649544954,6.37,3.28,32.10065,32.04391,32.21869,32.24625,32.33948,32.25705,32.2485,32.25739
2.72645402,6.194,3.221,32.1282,32.05429,32.22485,32.24606,32.33844,32.25705,32.24554,32.24991
2.803058863,6.067,3.145,32.14297,32.06375,32.2247,32.24872,32.33588,32.25308,32.24329,32.24948
2.879443884,5.857,3.073,32.17023,32.07883,32.2341,32.25073,32.33316,32.25009,32.24109,32.24893
2.955915928,5.706,2.979,32.18167,32.08481,32.23697,32.25211,32.33209,32.25015,32.23923,32.24658
3.030081987,5.468,2.891,32.21243,32.09854,32.24384,32.25919,32.33255,32.24435,32.23221,32.24014
3.105247974,5.297,2.783,32.22723,32.10983,32.2439,32.2597,32.33295,32.24332,32.23312,32.23712
3.181708813,5.027,2.682,32.25305,32.12445,32.25327,32.26431,32.33044,32.24442,32.22906,32.23825
3.256935835,4.84,2.559,32.27185,32.13593,32.25891,32.26602,32.33041,32.24213,32.22888,32.23456
3.33235693,4.542,2.445,32.29684,32.15109,32.26703,32.27106,32.33102,32.24097,32.2258,32.2309
3.409564972,4.334,2.304,32.31744,32.16058,32.27411,32.27463,32.33081,32.24014,32.22403,32.23013
3.485379934,4.018,2.178,32.34036,32.17865,32.2832,32.27951,32.3317,32.23926,32.22403,32.22537
3.561075926,3.794,2.027,32.35837,32.18893,32.29102,32.28589,32.33322,32.23984,32.22092,32.22095
3.638468981,3.452,1.889,32.38379,32.20581,32.29602,32.29242,32.33289,32.23825,32.21982,32.22287
3.710838795,3.221,1.725,32.40088,32.21814,32.30411,32.29614,32.33487,32.23795,32.21799,32.21945
3.786381006,2.86,1.577,32.4238,32.23584,32.31509,32.30212,32.33621,32.23914,32.21756,32.21777
3.863945007,2.614,1.402,32.43878,32.24719,32.32349,32.30707,32.3371,32.23969,32.21658,32.21597
3.940824986,2.238,1.25,32.46344,32.2637,32.33206,32.31616,32.34024,32.2399,32.21509,32.21289
4.01777482,1.986,1.064,32.47961,32.27625,32.34378,32.32166,32.34128,32.2392,32.21667,32.21518
4.090320826,1.6,0.898,32.50079,32.2933,32.35095,32.32709,32.34378,32.24127,32.21512,32.21252
4.165107965,1.337,0.708,32.51517,32.30447,32.3609,32.33237,32.34564,32.24347,32.21542,32.21161
4.242444992,0.947,0.54,32.53333,32.3223,32.37106,32.34058,32.34781,32.24271,32.2153,32.20993
4.316416979,0.68,0.371,32.54785,32.33313,32.37994,32.3475,32.3512,32.24408,32.21545,32.21082
4.392958879,0.281,0.25,32.56601,32.3483,32.39136,32.3559,32.35532,32.24689,32.21484,32.20816
4.470083952,0.017,0.165,32.57657,32.35867,32.39914,32.36234,32.35822,32.24762,32.21545,32.20773
4.544667006,-0.382,-0.12,32.59305,32.37509,32.41235,32.37021,32.36075,32.25061,32.21689,32.20752
4.619349957,-0.649,-0.171,32.60516,32.38535,32.42017,32.37552,32.36362,32.25156,32.21829,32.20563
4.697433949,-1.046,-0.254,32.61752,32.39926,32.43256,32.38571,32.36896,32.25339,32.2186,32.20712
4.771838903,-1.307,-0.395,32.62537,32.40982,32.43848,32.39166,32.37109,32.2572,32.21942,32.20657
4.8484478,-1.698,-0.534,32.63965,32.42432,32.452,32.39886,32.37677,32.26184,32.22122,32.20688
4.923324823,-1.952,-0.709,32.64331,32.43149,32.45844,32.40579,32.37955,32.26309,32.22189,32.2074
5.000500917,-2.333,-0.87,32.65408,32.44507,32.47055,32.41531,32.38419,32.26498,32.22366,32.20883
5.075310946,-2.585,-1.051,32.65927,32.45316,32.47806,32.4212,32.38748,32.26715,32.2254,32.21161
5.151357889,-2.952,-1.214,32.66492,32.4642,32.48862,32.43079,32.39444,32.27155,32.22681,32.21155
5.225355864,-3.19,-1.395,32.67072,32.46988,32.49609,32.43372,32.39767,32.2753,32.22769,32.2128
5.301654816,-3.54,-1.556,32.67416,32.4816,32.50531,32.44208,32.40256,32.27682,32.23236,32.21304
5.377453804,-3.769,-1.732,32.67801,32.48819,32.51053,32.44882,32.40488,32.28043,32.2341,32.21417
5.454991817,-4.096,-1.883,32.67999,32.49548,32.51932,32.45636,32.41144,32.28577,32.23605,32.21646
5.53007102,-4.31,-2.048,32.68268,32.50067,32.5256,32.46194,32.41559,32.28854,32.23901,32.21628
5.605273962,-4.619,-2.191,32.68069,32.50732,32.53287,32.4704,32.42123,32.29434,32.24066,32.22345
5.680006981,-4.813,-2.345,32.68179,32.51434,32.5405,32.47412,32.42404,32.29645,32.24448,32.2226
5.756447792,-5.096,-2.477,32.67819,32.51944,32.5491,32.48187,32.42957,32.30136,32.24686,32.22144
5.833174944,-5.276,-2.618,32.67914,32.52203,32.5556,32.48499,32.43509,32.30258,32.25046,32.2244
5.914422989,-5.527,-2.737,32.67334,32.52777,32.56317,32.49167,32.43851,32.30826,32.25452,32.22757
5.981842995,-5.688,-2.861,32.66888,32.53134,32.56577,32.49615,32.44168,32.30981,32.2579,32.23129
6.060065985,-5.912,-2.967,32.66403,32.53275,32.57275,32.50247,32.44775,32.31525,32.2598,32.23419
6.136478901,-6.049,-3.079,32.66208,32.53409,32.57608,32.50568,32.45065,32.31757,32.26285,32.23578
6.209508896,-6.24,-3.169,32.65482,32.53415,32.58084,32.51282,32.45657,32.32361,32.26624,32.23828
6.285724878,-6.358,-3.264,32.64496,32.53595,32.58618,32.51382,32.46072,32.3266,32.26904,32.24127
6.36172986,-6.515,-3.342,32.63565,32.53818,32.58777,32.52173,32.46442,32.33163,32.27066,32.23969
6.438794851,-6.606,-3.421,32.62509,32.53696,32.58835,32.52371,32.4668,32.33585,32.27454,32.25098
6.516119957,-6.727,-3.483,32.61844,32.53314,32.59665,32.52402,32.47488,32.33658,32.27954,32.25385
6.591255903,-6.797,-3.544,32.60602,32.53336,32.59506,32.52997,32.4765,32.34317,32.28381,32.25638
6.665605783,-6.881,-3.592,32.58972,32.52811,32.59543,32.53244,32.47964,32.345,32.28897,32.25418
6.740098953,-6.924,-3.635,32.58292,32.52872,32.60144,32.53271,32.48276,32.35199,32.2883,32.26511
