Date and Time: 2026-01-29 11:26:23,,,,,,,,,,
Approximate Polling Time: 100 ms,,,,,,,,,,
Comments: No comments provided,,,,,,,,,,
timestamp/s,voltage/V,current/A,thermistor_0/C,thermistor_1/C,thermistor_2/C,thermistor_3/C,thermistor_4/C,thermistor_5/C,thermistor_6/C,thermistor_7/C
0,2.303,0.881,34.71646,34.17114,33.93085,33.6691,33.35397,33.12241,32.97015,32.88416
0.075314999,2.239,0.834,34.72382,34.18118,33.9418,33.6803,33.3656,33.13394,32.98151,32.89505
0.151515961,2.144,0.793,34.7348,34.19611,33.95911,33.69785,33.38327,33.15067,32.99887,32.91373
0.226523161,2.082,0.746,34.7421,34.20618,33.9696,33.70938,33.3952,33.16223,33.01007,32.92523
0.30182004,1.986,0.705,34.75281,34.22049,33.9855,33.72501,33.41238,33.18042,33.02737,32.94156
0.376574039,1.921,0.657,34.75946,34.22992,33.99677,33.73633,33.42377,33.19205,33.03879,32.95258
0.454771996,1.825,0.615,34.76877,34.24399,34.013,33.75317,33.4407,33.20828,33.05624,32.97119
0.529334068,1.76,0.567,34.77432,34.25305,34.02359,33.7644,33.45255,33.22009,33.06775,32.98236
0.606899023,1.663,0.525,34.78293,34.26596,34.03833,33.77975,33.46954,33.23761,33.08472,32.99899
0.681547165,1.6,0.477,34.78943,34.2749,34.04868,33.79123,33.48141,33.24963,33.09589,33.00943
0.757049084,1.501,0.436,34.7977,34.28864,34.06491,33.80731,33.4978,33.26566,33.11349,33.02908
0.83190012,1.436,0.387,34.80194,34.29681,34.07419,33.81714,33.50916,33.27759,33.12534,33.04083
0.909056187,1.338,0.346,34.81033,34.30908,34.08951,33.83365,33.52673,33.29437,33.14175,33.05695
0.983443022,1.272,0.299,34.81479,34.3168,34.09909,33.84393,33.53793,33.30569,33.15305,33.06857
1.061879158,1.174,0.26,34.8215,34.32932,34.11325,33.85852,33.55396,33.32297,33.17068,33.08569
1.137642145,1.109,0.216,34.82562,34.33713,34.12262,33.86829,33.56506,33.33444,33.18225,33.09708
1.211534977,1.009,0.179,34.83194,34.34827,34.13776,33.88446,33.58151,33.34998,33.19821,33.11301
1.28691411,0.943,0.145,34.83502,34.35553,34.14627,33.8942,33.59296,33.36157,33.20966,33.12567
1.365185022,0.844,0.121,34.84109,34.36652,34.16028,33.9086,33.60907,33.37881,33.2269,33.1424
1.44008112,0.778,0.102,34.8443,34.37299,34.16882,33.91757,33.61984,33.39008,33.2384,33.15424
1.51694417,0.678,0.087,34.84781,34.38321,34.18228,33.9328,33.63611,33.40558,33.25482,33.17218
1.590336084,0.612,0.075,34.85068,34.39017,34.19144,33.94226,33.64642,33.41641,33.26611,33.18338
1.667474031,0.512,0.064,34.85501,34.39926,34.20239,33.95609,33.66281,33.43387,33.28305,33.19919
1.743860006,0.445,0.055,34.85709,34.4054,34.21136,33.96536,33.6734,33.44434,33.29385,33.21069
1.819547176,0.346,0.048,34.86014,34.4151,34.22363,33.97928,33.68839,33.45978,33.31058,33.22867
1.892536163,0.278,0.04,34.86212,34.42114,34.23254,33.98776,33.69882,33.47079,33.32202,33.23926
1.969443083,0.179,0.033,34.86337,34.42828,34.24374,34.00174,33.71494,33.48715,33.33752,33.255
2.045457125,0.113,0.026,34.86581,34.43448,34.25156,34.00974,33.72488,33.49725,33.34802,33.26596
2.122419119,0.012,0.022,34.8678,34.4429,34.26367,34.02304,33.73978,33.51343,33.36505,33.28369
2.197520971,-0.053,-0.023,34.86893,34.44821,34.27069,34.0314,33.75027,33.52426,33.37653,33.29559
2.272489071,-0.154,-0.033,34.86923,34.4545,34.28137,34.04443,33.76532,33.53894,33.39182,33.31149
2.348093987,-0.221,-0.063,34.86948,34.45938,34.28906,34.0531,33.77512,33.54907,33.40222,33.32248
2.426473141,-0.32,-0.094,34.87119,34.46661,34.29907,34.06415,33.78958,33.56531,33.41873,33.33829
2.501094103,-0.386,-0.133,34.87158,34.47086,34.30554,34.07233,33.79956,33.57568,33.42941,33.34943
2.57862401,-0.486,-0.169,34.87109,34.47681,34.31573,34.08487,33.81412,33.5903,33.44516,33.36691
2.651618004,-0.553,-0.214,34.8714,34.4809,34.32211,34.09207,33.82324,33.60007,33.45554,33.37793
2.72746706,-0.653,-0.255,34.87262,34.48679,34.33078,34.10281,33.83746,33.61539,33.47052,33.39206
2.801874161,-0.719,-0.304,34.87125,34.49014,34.33679,34.11057,33.84711,33.62479,33.48083,33.40295
2.879477024,-0.817,-0.347,34.8714,34.49677,34.34842,34.12274,33.86099,33.63992,33.49698,33.42075
2.954218149,-0.884,-0.396,34.87085,34.50027,34.35428,34.12979,33.86969,33.64911,33.5069,33.43011
3.030522108,-0.984,-0.44,34.87057,34.5047,34.36224,34.14038,33.88406,33.6644,33.52182,33.4454
3.104882002,-1.05,-0.489,34.86984,34.50797,34.36798,34.14774,33.89285,33.67361,33.53195,33.45624
3.18235898,-1.148,-0.532,34.8689,34.51352,34.37683,34.15753,33.90582,33.68738,33.54785,33.47284
3.256695986,-1.213,-0.579,34.8678,34.51602,34.38123,34.16397,33.9144,33.69702,33.5571,33.48276
3.332527161,-1.312,-0.623,34.8663,34.51953,34.38937,34.17456,33.92795,33.71042,33.57098,33.49625
3.407557011,-1.378,-0.67,34.86469,34.52246,34.39468,34.18179,33.93698,33.72,33.5816,33.50903
3.484750032,-1.476,-0.713,34.86267,34.52689,34.4025,34.19058,33.94949,33.73456,33.59641,33.52264
3.558691025,-1.542,-0.762,34.86151,34.52951,34.40826,34.19736,33.95755,33.74338,33.60635,33.5329
3.635668993,-1.639,-0.803,34.85818,34.53284,34.41541,34.20724,33.97015,33.75598,33.61996,33.54834
3.709529161,-1.703,-0.853,34.85638,34.53506,34.42023,34.21353,33.9783,33.76471,33.6293,33.55817
3.788175106,-1.8,-0.895,34.85425,34.53775,34.42719,34.22263,33.99112,33.77844,33.64374,33.57315
3.863523006,-1.865,-0.942,34.8522,34.54022,34.43146,34.2276,33.99881,33.78824,33.6532,33.58167
3.940551043,-1.961,-0.983,34.84711,34.54285,34.43777,34.23737,34.0105,33.80035,33.66699,33.59644
4.013599157,-2.026,-1.03,34.84406,34.54398,34.44144,34.24188,34.01782,33.80804,33.67569,33.60681
4.090300083,-2.12,-1.073,34.84033,34.54599,34.44785,34.25101,34.0303,33.82141,33.68924,33.62018
4.167196035,-2.184,-1.119,34.83652,34.54691,34.45273,34.25723,34.03851,33.82999,33.69812,33.63019
4.24356699,-2.279,-1.16,34.8313,34.5488,34.45804,34.26395,34.04886,33.84241,33.71246,33.64474
4.319534063,-2.341,-1.208,34.82788,34.54999,34.46173,34.26971,34.05649,33.85025,33.7207,33.65305
4.395385981,-2.436,-1.249,34.82263,34.55081,34.46692,34.27808,34.06775,33.86197,33.73331,33.66669
4.468225956,-2.497,-1.293,34.81824,34.55133,34.47107,34.28357,34.07516,33.86969,33.74188,33.67639
4.546178102,-2.591,-1.335,34.81241,34.55234,34.47571,34.28964,34.08548,33.88245,33.75528,33.68939
4.620515108,-2.653,-1.379,34.80832,34.55286,34.479,34.29431,34.0925,33.89005,33.76358,33.69778
4.697499037,-2.746,-1.422,34.80002,34.55206,34.48312,34.30194,34.10294,33.9007,33.77582,33.71204
4.769942045,-2.807,-1.466,34.79532,34.55191,34.48615,34.30661,34.11005,33.90869,33.78439,33.72177
4.847903967,-2.898,-1.506,34.78769,34.55142,34.49011,34.31238,34.12009,33.91986,33.79675,33.73315
4.923361063,-2.958,-1.55,34.78238,34.55066,34.49149,34.31689,34.12726,33.92822,33.80521,33.74103
5.00023818,-3.048,-1.589,34.77417,34.55048,34.49646,34.32321,34.13638,33.93802,33.81683,33.75555
5.074841976,-3.108,-1.633,34.76877,34.54968,34.49878,34.32681,34.14252,33.9455,33.82486,33.7645
5.150351048,-3.198,-1.671,34.75992,34.54752,34.50104,34.33295,34.15265,33.95706,33.83673,33.77606
5.226866961,-3.258,-1.714,34.75339,34.54675,34.50446,34.33673,34.15863,33.96375,33.84409,33.78336
5.313575029,-3.346,-1.753,34.74469,34.54526,34.50623,34.34125,34.16739,33.97382,33.85617,33.79602
5.378385067,-3.403,-1.794,34.73834,34.54379,34.50824,34.34485,34.1731,33.98044,33.86353,33.80441
5.453248978,-3.491,-1.832,34.72726,34.53983,34.50967,34.35049,34.18228,33.99011,33.8739,33.81613
5.527997971,-3.548,-1.873,34.7207,34.53833,34.51151,34.35379,34.18826,33.99634,33.88129,33.82431
5.60514307,-3.635,-1.909,34.71011,34.53616,34.51364,34.35745,34.19623,34.00732,33.89285,33.83569
5.680399179,-3.691,-1.951,34.70328,34.53397,34.51437,34.36081,34.20163,34.01358,33.89993,33.84344
5.756402969,-3.776,-1.987,34.69141,34.53006,34.51633,34.36554,34.20996,34.02164,33.91013,33.85577
5.831432104,-3.832,-2.027,34.68301,34.52707,34.51706,34.36816,34.21533,34.02783,33.91669,33.86298
5.907809973,-3.914,-2.062,34.67172,34.52328,34.51776,34.37109,34.22296,34.03812,33.92764,33.87259
5.982588053,-3.971,-2.101,34.66425,34.52029,34.51746,34.37366,34.22818,34.04358,33.93445,33.88049
6.061668158,-4.052,-2.137,34.65152,34.51602,34.51831,34.3772,34.23526,34.05182,33.94415,33.89212
6.135682106,-4.106,-2.175,34.64325,34.51266,34.51877,34.37909,34.23981,34.05756,33.95062,33.89899
6.211328983,-4.187,-2.21,34.63016,34.50708,34.51743,34.38171,34.24716,34.06598,33.95993,33.90848
6.285598993,-4.24,-2.247,34.6218,34.50317,34.51807,34.38388,34.25198,34.0719,33.96661,33.9155
6.362298965,-4.319,-2.28,34.60861,34.49811,34.51755,34.38614,34.258,34.07965,33.9762,33.92676
6.438524961,-4.372,-2.318,34.59915,34.49445,34.51715,34.38739,34.26242,34.0849,33.98215,33.93225
6.513720036,-4.45,-2.35,34.58493,34.48773,34.51563,34.38956,34.26865,34.09232,33.99075,33.94211
6.589291096,-4.501,-2.39,34.57562,34.48312,34.5152,34.39111,34.27316,34.09705,33.99646,33.94849
6.665821075,-4.577,-2.421,34.5607,34.47726,34.51459,34.39252,34.27884,34.10477,34.00549,33.95776
6.742316008,-4.627,-2.456,34.55206,34.47324,34.5134,34.39316,34.28235,34.1095,34.01096,33.96371
6.818356037,-4.702,-2.487,34.53613,34.46503,34.51141,34.39493,34.28799,34.11618,34.0191,33.974
6.89161396,-4.751,-2.522,34.5257,34.46002,34.51031,34.39581,34.29172,34.12073,34.02466,33.97964
6.968337059,-4.824,-2.552,34.51181,34.45313,34.50723,34.39597,34.297,34.12845,34.03284,33.98853
7.042756081,-4.872,-2.586,34.50085,34.44745,34.50482,34.39575,34.29984,34.13196,34.03787,33.99374
7.122723103,-4.943,-2.615,34.48471,34.43976,34.50345,34.39697,34.30426,34.13684,34.04453,34.00186
7.203322172,-4.99,-2.649,34.4736,34.43405,34.5014,34.39661,34.30719,34.14148,34.05054,34.00916
7.271634102,-5.06,-2.677,34.45807,34.42484,34.49655,34.39642,34.31204,34.14758,34.05704,34.01575
7.345973015,-5.106,-2.707,34.44565,34.41873,34.49426,34.39603,34.3147,34.15164,34.06229,34.02206
7.423665047,-5.174,-2.737,34.42987,34.4108,34.49161,34.39505,34.31824,34.15686,34.06927,34.02951
7.498365164,-5.218,-2.768,34.41824,34.40479,34.48819,34.39511,34.32077,34.1604,34.07434,34.03497
7.574421167,-5.285,-2.795,34.40088,34.3941,34.4841,34.39459,34.32486,34.16541,34.0795,34.04166
7.649374008,-5.328,-2.825,34.38931,34.38809,34.48102,34.39383,34.32693,34.16876,34.08386,34.04666
7.725754976,-5.393,-2.851,34.3717,34.37888,34.47745,34.39151,34.32965,34.17395,34.091,34.05463
7.800711155,-5.435,-2.881,34.3606,34.37204,34.47369,34.39035,34.33197,34.17667,34.09448,34.05908
7.877273083,-5.497,-2.907,34.3421,34.3609,34.46881,34.39017,34.33453,34.18045,34.09982,34.06613
7.952044964,-5.538,-2.934,34.32944,34.35406,34.46527,34.38852,34.33615,34.18356,34.1037,34.06952
8.028517962,-5.598,-2.959,34.31204,34.34372,34.45941,34.38486,34.33838,34.18747,34.10971,34.07675
8.104784012,-5.639,-2.987,34.29947,34.33624,34.45563,34.38336,34.34012,34.19058,34.11282,34.08002
8.182767153,-5.698,-3.01,34.28036,34.32501,34.45007,34.38116,34.34161,34.19272,34.11746,34.08682
8.25762701,-5.736,-3.036,34.26736,34.31766,34.44611,34.37973,34.34262,34.19507,34.12125,34.09125
8.332880974,-5.792,-3.059,34.24948,34.3056,34.43933,34.37592,34.34518,34.19922,34.12579,34.095
8.405467033,-5.83,-3.085,34.23563,34.29745,34.43478,34.37469,34.34637,34.20071,34.12842,34.09872
8.482547045,-5.885,-3.107,34.21704,34.2861,34.42828,34.37039,34.34668,34.2037,34.1337,34.10541
8.559805155,-5.921,-3.132,34.20334,34.27817,34.42413,34.36853,34.34714,34.20544,34.13596,34.10852
8.63932395,-5.974,-3.152,34.18347,34.2648,34.41684,34.3649,34.34897,34.20807,34.1398,34.11319
8.708837986,-6.007,-3.176,34.16974,34.25647,34.41205,34.36252,34.34912,34.20908,34.14178,34.11594
8.787400961,-6.059,-3.196,34.15112,34.24487,34.40494,34.3573,34.34894,34.21146,34.14581,34.12073
8.861619949,-6.091,-3.218,34.13687,34.23596,34.39911,34.35455,34.34921,34.21295,34.14841,34.12405
8.938467026,-6.14,-3.237,34.11581,34.22214,34.39148,34.35071,34.34958,34.21356,34.15085,34.12842
9.028171062,-6.172,-3.259,34.10226,34.21356,34.38611,34.34735,34.34915,34.2149,34.15305,34.13101
9.09115696,-6.218,-3.278,34.082,34.20026,34.37799,34.34171,34.34909,34.2171,34.15637,34.13409
9.163824081,-6.248,-3.3,34.06836,34.19119,34.37167,34.33829,34.34866,34.21783,34.15814,34.13641
9.242531061,-6.293,-3.318,34.0463,34.17712,34.36395,34.33337,34.34763,34.21759,34.15991,34.14066
9.316725016,-6.322,-3.337,34.03223,34.1673,34.35733,34.32944,34.34717,34.21814,34.16193,34.14301
9.393838167,-6.365,-3.353,34.01144,34.15363,34.34821,34.32391,34.34641,34.21948,34.16348,34.1452
9.468592167,-6.392,-3.372,33.99765,34.14368,34.34213,34.31982,34.34494,34.21957,34.16464,34.14661
9.544880152,-6.432,-3.388,33.97607,34.12976,34.3335,34.31357,34.34317,34.21884,34.16681,34.15021
9.619488955,-6.458,-3.405,33.96094,34.12003,34.32657,34.30942,34.34222,34.21878,34.16791,34.1524
9.697944164,-6.496,-3.42,33.93958,34.10431,34.31638,34.3035,34.34088,34.2186,34.16858,34.1539
9.772019148,-6.521,-3.436,33.92487,34.09467,34.30966,34.29895,34.33932,34.21854,34.16907,34.15506
9.847212076,-6.556,-3.451,33.90289,34.0802,34.29999,34.29086,34.33676,34.21832,34.17065,34.15778
9.921754122,-6.58,-3.466,33.88943,34.0705,34.29303,34.2869,34.33514,34.21771,34.1713,34.159
9.999518156,-6.613,-3.478,33.86584,34.05322,34.28214,34.28012,34.33301,34.2157,34.17181,34.16022
10.07489014,-6.635,-3.493,33.85062,34.0434,34.27573,34.27551,34.33075,34.21515,34.17154,34.16125
10.154989,-6.666,-3.506,33.82858,34.0285,34.26453,34.26682,34.32785,34.21469,34.17215,34.16217
10.22526908,-6.685,-3.519,33.814,34.01779,34.25717,34.26157,34.32547,34.21365,34.17209,34.16257
10.30249405,-6.714,-3.528,33.79013,34.00119,34.24695,34.2543,34.32217,34.211,34.17188,34.16434
10.3785131,-6.733,-3.541,33.77518,33.99069,34.23941,34.24902,34.31967,34.20969,34.17139,34.16446
10.45290518,-6.76,-3.552,33.75342,33.97369,34.22675,34.23999,34.31628,34.20831,34.17047,34.16397
10.52841115,-6.776,-3.562,33.73776,33.96298,34.2193,34.2345,34.31366,34.20651,34.1705,34.16415
10.60378814,-6.802,-3.572,33.71454,33.94675,34.20798,34.22635,34.30917,34.20322,34.16953,34.16501
10.67854118,-6.816,-3.581,33.6991,33.93567,34.19992,34.22003,34.30627,34.2016,34.16882,34.16525
10.7556591,-6.839,-3.591,33.67596,33.91855,34.18753,34.21164,34.30206,34.19946,34.1669,34.16357
10.83025503,-6.852,-3.599,33.66086,33.90707,34.17911,34.20618,34.29913,34.19687,34.16562,34.16351
10.90780306,-6.872,-3.606,33.63681,33.89044,34.16751,34.19568,34.29379,34.19366,34.16455,34.16336
